"GEO_ID","NAME","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E"
"1400000US09003496400","Census Tract 4964, Hartford County, Connecticut","6.7","9.3","3.9","18.6","6.0","10.5","4.7","17.6","4.8","88661","20645","121839","11840","22.0","(X)","(X)","(X)","(X)","(X)","790","68","1.0","1.6","0.0","4.0","0.0","4.0","1.1","1.9","10.4","7.1","22.2","8.3","7.3","4.0","21.8","7.4","11.8","5.7","24.4","6.4","119722","21426","144513","15218","(X)","(X)","23.4","(X)","(X)","(X)","579","93","0.0","5.5","0.0","5.5","0.0","5.5","0.0","5.5","7.6","7.4","14.0","7.1","2.6","3.1","28.0","9.2","16.1","7.5","31.8","8.2","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","308","70","5.5","6.0","4.9","5.5","15.9","11.9","7.5","6.4","12.7","8.3","24.4","10.4","14.3","11.6","7.8","7.2","7.1","6.7","0.0","10.0","60833","23668","61819","11856","(X)","(X)","(X)","(X)","18.5","(X)","1098","36","2.3","2.1","1.4","1.6","4.5","3.5","2.9","2.3","11.0","5.7","22.0"
"1400000US09003496500","Census Tract 4965, Hartford County, Connecticut","7.2","7.3","3.9","20.6","6.7","15.3","5.0","23.3","6.0","111141","10267","141832","15553","10.9","(X)","(X)","(X)","(X)","(X)","669","65","0.0","4.7","0.0","4.7","0.0","4.7","1.0","1.5","2.5","2.6","15.5","9.3","5.1","4.1","23.0","8.8","22.1","7.7","30.6","9.3","158352","27206","178291","24800","(X)","(X)","11.7","(X)","(X)","(X)","539","59","0.0","5.8","0.0","5.8","0.0","5.8","0.0","5.8","1.3","1.9","4.3","4.1","6.3","4.9","25.2","8.9","26.0","9.0","36.9","10.1","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","418","61","4.3","4.7","5.5","5.0","12.9","8.2","5.7","5.6","10.0","9.3","18.2","13.2","10.8","8.7","16.7","10.7","4.3","3.6","11.5","9.1","55750","19024","83439","17824","(X)","(X)","(X)","(X)","9.8","(X)","1087","29","1.7","1.8","2.1","1.9","5.0","3.2","2.9","2.4","5.4","3.9","16.6"
"1400000US09003496600","Census Tract 4966, Hartford County, Connecticut","4.4","9.1","4.5","15.6","5.5","15.1","5.0","21.9","5.7","106625","21941","143681","21513","22.4","(X)","(X)","(X)","(X)","(X)","832","70","2.0","2.4","1.4","2.2","0.0","3.8","1.1","1.6","14.2","6.8","10.3","5.2","10.6","5.8","17.5","6.9","18.0","6.2","24.8","7.3","126563","24319","157659","25200","(X)","(X)","21.9","(X)","(X)","(X)","748","73","2.3","2.6","0.0","4.2","0.0","4.2","1.2","1.8","11.2","6.1","11.5","5.7","8.4","5.3","19.5","7.6","18.3","6.5","27.5","8.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","321","65","2.5","4.4","10.3","13.6","19.9","10.6","10.3","8.0","13.7","9.0","5.6","5.7","5.3","5.9","10.6","8.4","7.5","7.1","14.3","9.0","42250","17932","107452","42821","(X)","(X)","(X)","(X)","23.7","(X)","1153","54","2.2","2.1","3.9","4.2","5.6","3.2","3.6","2.7","14.1","5.7","9.0"
"1400000US09003496700","Census Tract 4967, Hartford County, Connecticut","5.1","16.8","6.0","17.9","6.0","2.5","1.8","5.8","3.1","64861","6946","80624","7087","25.2","(X)","(X)","(X)","(X)","(X)","937","113","2.1","2.5","1.1","1.6","9.6","6.9","9.4","7.0","7.6","5.2","24.3","7.1","13.3","6.7","23.2","8.3","1.6","2.1","7.8","4.7","66985","15096","88140","13379","(X)","(X)","25.5","(X)","(X)","(X)","579","103","0.0","5.5","0.0","5.5","0.7","1.7","5.0","5.1","9.2","7.9","33.3","9.1","10.5","7.3","29.5","10.2","1.2","1.9","10.5","7.0","81458","14830","N","N","(X)","(X)","(X)","(X)","(X)","(X)","673","111","4.8","5.9","3.3","3.1","11.6","6.7","10.3","5.5","16.0","10.4","16.6","8.0","24.1","10.3","8.0","5.1","2.4","2.8","3.0","4.3","57724","16302","65394","11176","(X)","(X)","(X)","(X)","24.8","(X)","1610","101","3.2","2.7","2.0","1.6","8.3","4.1","8.6","4.7","13.3","6.0","21.7"
"1400000US09003496800","Census Tract 4968, Hartford County, Connecticut","4.9","18.4","6.5","14.3","5.4","5.3","3.0","2.4","2.6","62788","11904","70248","8111","30.4","(X)","(X)","(X)","(X)","(X)","975","104","1.8","2.8","1.8","2.8","15.0","8.6","4.0","3.4","15.4","7.1","17.1","6.3","19.2","8.8","16.5","6.6","5.6","3.6","3.5","3.8","67356","14400","75411","11035","(X)","(X)","34.9","(X)","(X)","(X)","661","85","0.0","4.8","0.0","4.8","4.1","4.1","3.9","3.9","12.7","8.8","19.7","8.5","27.2","12.0","21.5","9.4","8.3","5.2","2.6","3.6","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","446","100","10.1","10.5","9.9","11.5","5.6","6.4","9.0","6.7","13.9","7.5","20.9","9.2","16.6","8.4","9.4","7.7","4.7","5.5","0.0","7.0","51029","5625","58402","12450","(X)","(X)","(X)","(X)","16.1","(X)","1421","58","4.4","4.2","4.4","4.3","10.6","6.5","7.0","3.6","14.9","5.6","18.3"
"1400000US09003496900","Census Tract 4969, Hartford County, Connecticut","5.9","15.6","4.7","14.8","4.2","5.8","2.7","7.2","2.9","62750","14072","89694","14233","21.5","(X)","(X)","(X)","(X)","(X)","1251","176","4.6","6.8","5.4","5.2","7.8","7.3","6.8","4.9","7.0","6.1","20.0","8.8","13.3","6.5","13.4","6.4","9.8","4.8","11.8","5.8","72188","23657","104840","23596","(X)","(X)","28.9","(X)","(X)","(X)","793","135","0.0","4.0","3.0","3.8","5.0","5.6","4.0","4.0","6.6","7.0","12.1","7.4","18.4","9.1","17.9","8.5","15.5","8.0","17.4","8.6","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1661","209","18.1","8.1","2.7","2.5","9.8","6.1","1.6","1.8","14.1","7.8","17.1","8.6","15.2","6.4","15.0","6.3","2.7","2.6","3.7","2.9","60490","16364","76926","16455","(X)","(X)","(X)","(X)","15.8","(X)","2912","160","12.3","5.2","3.9","2.8","9.0","4.9","3.8","2.3","10.6","5.4","17.1"
"1400000US09003497000","Census Tract 4970, Hartford County, Connecticut","4.2","7.2","2.7","25.1","5.1","8.3","3.5","36.6","5.6","144408","15304","173082","12359","33.3","(X)","(X)","(X)","(X)","(X)","1344","71","0.0","2.4","0.7","1.2","2.3","1.5","2.2","2.0","5.0","2.7","10.7","4.4","7.4","3.2","25.3","5.2","8.1","3.7","38.2","6.2","147500","11448","178547","13742","(X)","(X)","30.3","(X)","(X)","(X)","1225","86","0.0","2.6","0.8","1.3","1.8","1.6","2.4","2.2","3.9","2.5","10.9","4.5","6.6","2.8","24.2","5.5","8.9","4.1","40.5","6.5","149617","33040","N","N","(X)","(X)","(X)","(X)","(X)","(X)","171","59","4.1","6.7","5.3","7.9","0.0","17.2","8.8","8.7","9.4","9.7","14.6","13.1","5.3","8.0","24.0","15.3","4.7","7.2","24.0","16.5","101250","33063","123592","39250","(X)","(X)","(X)","(X)","52.0","(X)","1515","45","0.5","0.8","1.3","1.4","2.0","1.4","2.9","2.1","5.0","2.6","11.2"
"1400000US09003497100","Census Tract 4971, Hartford County, Connecticut","5.5","13.4","4.2","15.3","5.1","11.8","4.0","7.0","3.1","71429","10128","94180","9795","25.4","(X)","(X)","(X)","(X)","(X)","888","96","4.1","3.8","1.0","1.6","4.1","3.0","4.8","4.9","11.1","5.8","12.6","6.4","15.8","6.5","14.8","7.0","18.4","7.5","13.4","6.6","94113","21979","120676","17807","(X)","(X)","26.7","(X)","(X)","(X)","690","103","3.9","4.4","1.3","2.1","3.8","3.2","6.2","6.2","11.4","6.5","9.4","6.0","16.7","8.0","12.2","7.0","22.6","10.0","12.5","7.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1054","130","7.4","4.1","9.8","5.7","5.9","4.1","8.1","4.1","7.7","3.2","26.9","8.6","13.9","6.4","13.4","6.2","5.4","4.1","1.6","1.8","65500","5882","69940","10416","(X)","(X)","(X)","(X)","23.6","(X)","1942","87","5.9","2.4","5.8","3.1","5.0","2.9","6.6","2.9","8.8","2.8","20.4"
"1400000US09003497200","Census Tract 4972, Hartford County, Connecticut","5.0","5.8","4.0","25.5","7.2","9.2","3.7","21.8","5.4","110583","13617","173581","38586","37.7","(X)","(X)","(X)","(X)","(X)","446","39","0.0","7.0","0.9","1.4","3.8","3.3","4.5","5.2","1.3","1.7","9.2","5.3","1.6","1.7","30.5","9.5","14.6","5.9","33.6","8.4","148000","15053","237223","58985","(X)","(X)","35.0","(X)","(X)","(X)","399","45","0.0","7.8","1.0","1.6","3.0","3.2","1.0","2.0","1.5","1.8","5.8","5.1","1.8","1.9","34.1","9.8","14.3","6.3","37.6","9.2","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","259","38","1.9","2.7","0.0","11.8","9.7","7.6","15.4","12.0","22.0","11.2","19.3","10.1","13.1","9.4","17.0","12.8","0.0","11.8","1.5","2.8","54063","23921","63825","13210","(X)","(X)","(X)","(X)","42.5","(X)","705","30","0.7","1.0","0.6","0.9","6.0","3.5","8.5","5.4","8.9","4.4","12.9"
"1400000US09003400300","Census Tract 4003, Hartford County, Connecticut","5.4","14.3","4.5","20.3","5.5","11.1","4.4","11.6","5.3","84796","12039","105880","10822","32.1","(X)","(X)","(X)","(X)","(X)","2033","138","1.3","1.5","1.4","2.2","2.6","2.3","5.6","4.2","9.0","4.3","13.8","5.8","11.5","4.8","24.6","6.4","14.2","5.9","16.0","7.2","111490","13814","124579","14545","(X)","(X)","33.7","(X)","(X)","(X)","1700","181","1.6","1.8","0.0","1.9","0.8","1.3","2.4","2.2","8.3","4.4","15.5","6.6","12.1","5.6","24.3","7.9","17.0","6.6","18.1","8.4","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","779","148","2.8","3.1","10.9","6.1","13.1","7.5","11.2","6.4","10.5","7.1","17.7","8.1","21.7","9.0","11.2","9.1","0.9","1.7","0.0","4.1","51150","12237","54379","6663","(X)","(X)","(X)","(X)","27.7","(X)","2812","122","1.7","1.3","3.0","1.8","4.8","2.6","7.8","3.5","8.7","3.6","16.6"
"1400000US09003405100","Census Tract 4051, Hartford County, Connecticut","6.6","13.5","4.6","21.2","6.1","7.8","4.5","2.3","1.9","68438","8018","81389","11463","35.1","(X)","(X)","(X)","(X)","(X)","708","99","0.0","4.5","0.0","4.5","11.6","10.7","3.1","3.6","6.8","4.8","21.5","8.2","17.4","8.9","24.2","8.1","11.3","7.8","4.2","3.4","82000","22147","100998","17740","(X)","(X)","32.9","(X)","(X)","(X)","495","102","0.0","6.4","0.0","6.4","2.8","4.2","1.6","2.6","2.0","3.0","20.4","9.3","20.2","10.9","30.7","10.6","16.2","10.9","6.1","4.8","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","581","119","1.5","2.5","15.3","13.0","8.8","6.7","16.5","9.5","12.6","9.6","18.8","9.7","7.4","7.4","15.7","9.8","3.4","4.0","0.0","5.4","47545","19378","54584","10662","(X)","(X)","(X)","(X)","37.7","(X)","1289","83","0.7","1.1","6.9","5.9","7.4","4.6","10.9","6.5","9.4","4.6","19.9"
"1400000US09003405200","Census Tract 4052, Hartford County, Connecticut","5.9","12.6","4.4","18.4","4.9","4.8","2.9","1.8","1.6","57969","11640","68984","6300","33.3","(X)","(X)","(X)","(X)","(X)","1058","124","6.7","5.6","0.0","3.0","3.1","2.9","10.1","5.3","10.1","4.4","19.7","6.8","15.8","6.4","26.7","7.0","5.9","3.8","2.0","2.2","75326","12148","79475","7247","(X)","(X)","30.4","(X)","(X)","(X)","760","122","1.3","2.0","0.0","4.2","1.1","1.7","10.4","6.8","6.8","4.2","20.9","8.3","17.1","8.2","35.1","8.6","4.5","2.6","2.8","3.2","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","683","115","13.5","8.4","4.1","4.8","13.9","8.2","10.0","6.1","18.7","9.1","23.0","9.6","6.6","5.6","5.7","4.9","4.5","5.1","0.0","4.6","39837","14777","49174","9641","(X)","(X)","(X)","(X)","32.1","(X)","1741","99","8.0","4.4","1.6","1.9","6.5","3.7","10.1","4.1","15.7","5.1","20.6"
"1400000US09003405300","Census Tract 4053, Hartford County, Connecticut","5.4","17.2","5.5","16.0","5.1","5.5","3.0","1.3","2.2","59705","9449","67980","6218","23.4","(X)","(X)","(X)","(X)","(X)","1543","196","1.7","1.9","0.8","1.3","3.6","4.5","13.0","7.3","5.6","3.6","16.9","5.7","24.8","8.9","23.7","7.6","7.6","4.7","2.3","3.7","82157","5478","84577","9017","(X)","(X)","23.1","(X)","(X)","(X)","1128","186","0.0","2.8","1.1","1.8","3.7","5.6","8.2","6.6","6.4","4.5","14.1","6.0","28.0","9.8","25.0","9.2","10.5","6.2","3.1","5.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1052","162","13.9","7.6","13.4","8.5","18.4","8.1","12.4","7.1","9.7","5.0","20.3","8.7","6.1","4.6","3.5","3.4","2.3","2.3","0.0","3.0","27123","7129","39984","6446","(X)","(X)","(X)","(X)","20.1","(X)","2595","140","6.2","3.3","5.9","3.7","9.6","4.3","10.6","4.3","7.8","3.1","19.8"
"1400000US09003405401","Census Tract 4054.01, Hartford County, Connecticut","5.4","22.5","7.1","23.7","7.3","7.1","3.2","6.9","4.8","86987","8437","100843","15856","23.3","(X)","(X)","(X)","(X)","(X)","849","76","0.0","3.8","0.0","3.8","1.5","2.4","2.2","3.3","8.1","4.6","14.0","6.1","27.3","9.9","30.7","10.5","5.8","3.8","10.2","6.9","97183","10716","120386","22219","(X)","(X)","19.2","(X)","(X)","(X)","698","73","0.0","4.5","0.0","4.5","0.0","4.5","0.0","4.5","6.3","4.6","15.2","7.0","28.2","12.0","30.8","12.0","7.0","4.6","12.5","8.5","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","420","101","15.0","9.9","0.0","7.4","14.8","8.9","7.6","6.8","14.3","11.3","16.4","12.4","15.7","10.9","10.2","6.9","6.0","5.8","0.0","7.4","48250","24079","58348","11164","(X)","(X)","(X)","(X)","31.7","(X)","1269","91","5.0","3.2","0.0","2.5","5.9","3.1","2.5","2.2","11.7","5.1","14.8"
"1400000US09003405402","Census Tract 4054.02, Hartford County, Connecticut","9.1","16.0","11.0","8.3","3.5","2.0","1.7","0.0","1.5","55688","9098","59531","5641","29.3","(X)","(X)","(X)","(X)","(X)","943","188","3.4","3.4","2.1","3.5","1.6","2.5","6.0","4.3","27.9","11.4","34.5","14.3","13.0","9.7","8.3","5.1","3.2","3.3","0.0","3.4","60009","16079","61792","6697","(X)","(X)","42.1","(X)","(X)","(X)","506","134","2.4","4.3","0.0","6.2","0.0","6.2","6.9","6.3","36.2","16.4","18.0","9.6","15.2","11.9","15.4","9.2","5.9","6.1","0.0","6.2","59583","21600","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1155","230","2.2","2.5","5.0","3.8","11.5","6.9","11.4","8.0","20.3","10.3","22.9","9.9","17.4","16.2","8.3","5.0","1.0","1.5","0.0","2.8","49704","16985","56878","8374","(X)","(X)","(X)","(X)","17.8","(X)","2098","139","2.7","2.2","3.7","2.5","7.1","4.2","9.0","4.4","21.3","6.7","30.0"
"1400000US09003405500","Census Tract 4055, Hartford County, Connecticut","6.6","15.5","5.1","15.3","4.7","8.6","4.4","1.1","1.3","63107","9453","71682","6009","30.7","(X)","(X)","(X)","(X)","(X)","1335","172","6.4","6.3","1.4","2.3","7.0","4.6","5.5","5.3","10.4","6.3","21.9","7.5","13.7","5.5","17.2","6.5","14.6","7.6","1.9","2.3","72352","9899","82904","9703","(X)","(X)","31.2","(X)","(X)","(X)","978","144","4.0","6.8","0.0","3.3","1.1","1.9","3.3","3.4","10.2","7.1","18.8","7.3","17.4","7.3","22.7","8.3","19.9","10.5","2.6","3.1","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","942","176","10.7","7.3","0.0","3.4","7.7","5.6","6.7","5.7","22.9","11.1","24.9","11.5","15.4","7.6","11.6","8.4","0.0","3.4","0.0","3.4","51452","13329","54231","7517","(X)","(X)","(X)","(X)","28.9","(X)","2277","103","8.2","5.0","0.8","1.4","7.3","4.0","6.0","3.9","15.1","5.3","22.2"
"1400000US09003405600","Census Tract 4056, Hartford County, Connecticut","6.5","13.4","5.1","12.0","3.7","5.4","3.2","3.3","2.1","53477","9149","72826","9717","31.0","(X)","(X)","(X)","(X)","(X)","1780","206","0.0","1.8","2.9","4.2","13.2","7.5","5.4","4.8","11.5","5.6","20.4","8.2","17.4","6.7","18.0","6.1","6.1","4.1","5.1","3.2","67053","10814","88819","14233","(X)","(X)","31.1","(X)","(X)","(X)","1144","188","0.0","2.8","0.0","2.8","4.8","4.6","4.7","4.2","8.2","6.1","19.6","9.3","20.5","9.5","25.9","7.9","8.3","6.1","8.0","5.1","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","937","193","14.2","11.0","10.0","7.5","17.6","11.7","18.1","7.8","8.9","8.3","22.6","12.9","5.9","4.7","1.3","2.2","1.4","2.3","0.0","3.4","28262","6870","38321","8175","(X)","(X)","(X)","(X)","23.1","(X)","2717","178","4.9","4.1","5.4","3.8","12.0","5.4","9.8","3.9","12.6","5.9","21.2"
"1400000US09003405700","Census Tract 4057, Hartford County, Connecticut","12.0","3.1","3.4","9.8","5.6","1.9","2.2","0.0","3.4","46188","22375","47687","6825","42.7","(X)","(X)","(X)","(X)","(X)","584","90","10.1","11.7","2.4","2.6","20.9","10.1","5.8","5.3","3.8","3.7","42.3","13.7","5.5","5.9","6.2","5.5","3.1","3.6","0.0","5.4","52010","10176","51177","8567","(X)","(X)","36.0","(X)","(X)","(X)","317","87","1.9","3.1","4.4","4.7","6.9","7.9","7.9","8.6","5.0","5.8","51.4","17.9","5.4","8.2","11.4","10.1","5.7","6.3","0.0","9.7","60858","3245","N","N","(X)","(X)","(X)","(X)","(X)","(X)","363","88","22.6","11.4","17.6","11.1","15.4","10.4","15.4","13.5","7.2","6.9","13.8","10.6","0.0","8.6","8.0","8.9","0.0","8.6","0.0","8.6","18424","9609","32671","9217","(X)","(X)","(X)","(X)","41.3","(X)","947","83","10.2","4.9","12.9","7.8","14.7","6.6","8.2","6.0","5.1","4.0","34.1"
"1400000US09003405800","Census Tract 4058, Hartford County, Connecticut","5.7","15.6","4.0","18.0","4.9","10.7","4.3","6.8","2.9","75800","6260","104206","19921","28.1","(X)","(X)","(X)","(X)","(X)","1960","205","3.6","4.3","2.8","3.4","1.1","1.2","2.0","1.8","9.8","4.2","17.9","6.3","17.1","5.0","22.9","6.9","12.9","4.9","10.1","4.4","92300","16351","127906","30054","(X)","(X)","29.7","(X)","(X)","(X)","1687","193","4.1","5.0","0.0","1.9","0.7","1.0","2.4","2.1","8.3","4.2","17.9","7.2","17.1","5.4","22.9","7.3","14.9","5.6","11.7","5.1","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","952","186","11.1","8.5","4.8","3.4","10.3","8.2","11.2","6.8","19.5","9.5","17.5","9.9","12.5","6.3","6.5","5.2","6.4","9.1","0.0","3.4","43286","8183","54971","13680","(X)","(X)","(X)","(X)","24.8","(X)","2912","137","6.0","4.1","3.4","2.6","4.1","3.0","5.0","2.6","13.0","3.7","17.3"
"1400000US09003405900","Census Tract 4059, Hartford County, Connecticut","5.0","14.9","5.2","19.6","4.4","12.8","3.5","5.3","2.2","81544","11968","95812","5864","24.3","(X)","(X)","(X)","(X)","(X)","1318","78","2.5","2.4","0.0","2.4","0.5","0.7","5.2","3.7","9.8","3.6","25.6","6.2","13.6","5.3","21.4","5.3","15.1","4.5","6.4","3.0","91786","8687","102987","7917","(X)","(X)","21.1","(X)","(X)","(X)","1027","94","2.4","2.8","0.0","3.1","0.6","0.9","3.2","2.4","8.1","3.8","19.7","5.7","14.4","6.3","25.0","6.3","19.4","5.4","7.2","3.7","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","455","85","0.0","6.9","7.3","6.0","6.2","5.3","13.8","9.7","19.3","13.1","22.2","9.2","8.4","6.5","15.6","10.3","5.1","5.6","2.2","3.3","57083","20076","71565","16544","(X)","(X)","(X)","(X)","33.4","(X)","1773","68","1.9","1.8","1.9","1.6","1.9","1.4","7.4","3.5","12.2","4.7","22.1"
"1400000US09003406001","Census Tract 4060.01, Hartford County, Connecticut","5.4","8.5","3.9","10.7","4.3","1.7","1.7","0.5","0.9","37422","6698","49353","5195","41.2","(X)","(X)","(X)","(X)","(X)","1044","99","10.3","4.4","9.1","7.1","8.2","3.5","11.5","5.0","11.4","5.4","23.0","7.7","12.4","5.2","11.4","5.7","1.8","2.1","0.9","1.4","48636","10692","56708","6407","(X)","(X)","39.6","(X)","(X)","(X)","577","82","1.6","2.3","0.0","5.5","2.9","3.4","14.6","7.9","15.1","7.2","35.5","11.7","15.1","7.6","12.3","7.9","1.4","2.4","1.6","2.7","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","671","116","15.8","8.8","14.6","8.7","22.1","9.9","14.5","8.3","8.9","6.1","13.4","5.6","5.7","4.9","3.6","4.2","1.5","2.5","0.0","4.7","23942","5707","34857","7294","(X)","(X)","(X)","(X)","39.5","(X)","1715","91","12.5","4.6","11.3","5.4","13.6","4.4","11.7","4.3","10.9","3.8","18.6"
"1400000US09003406002","Census Tract 4060.02, Hartford County, Connecticut","5.8","18.3","6.4","23.0","6.1","8.6","3.8","4.9","3.4","80280","7971","85480","7458","33.6","(X)","(X)","(X)","(X)","(X)","1360","133","1.9","2.2","1.5","2.2","3.7","3.3","5.5","3.5","5.8","3.7","16.2","7.7","20.0","7.6","28.8","8.4","9.5","5.1","7.2","5.2","96209","5016","102753","9842","(X)","(X)","29.2","(X)","(X)","(X)","1157","142","1.1","1.8","0.0","2.8","4.3","3.8","3.3","3.0","6.8","4.3","15.5","8.8","16.7","7.7","32.7","9.3","11.1","6.1","8.5","6.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","643","137","15.2","10.6","19.9","13.5","8.9","6.4","13.5","9.0","7.9","7.6","5.6","5.7","17.9","10.5","4.4","5.2","6.7","6.2","0.0","4.9","29542","13416","46219","11582","(X)","(X)","(X)","(X)","43.1","(X)","2003","88","6.2","3.7","7.4","5.1","5.3","2.9","7.0","3.3","6.5","3.5","12.8"
"1400000US09003406100","Census Tract 4061, Hartford County, Connecticut","6.4","11.4","4.4","6.0","3.6","3.0","2.3","0.0","2.0","33285","7885","46322","4966","36.2","(X)","(X)","(X)","(X)","(X)","859","155","3.1","5.0","12.5","12.0","21.2","10.7","11.8","8.9","7.6","5.0","17.2","9.9","14.0","7.5","10.0","6.8","2.7","3.1","0.0","3.7","39583","26051","51247","9862","(X)","(X)","33.8","(X)","(X)","(X)","391","124","0.0","8.0","0.0","8.0","12.8","11.8","15.6","15.3","10.7","8.7","25.6","16.6","17.1","13.7","15.9","12.3","2.3","3.2","0.0","8.0","61028","12563","N","N","(X)","(X)","(X)","(X)","(X)","(X)","726","180","12.7","8.2","12.7","8.7","26.6","10.8","15.6","8.8","11.7","6.9","10.3","5.9","5.8","5.8","1.2","1.9","3.4","3.7","0.0","4.4","24426","5685","34781","7082","(X)","(X)","(X)","(X)","33.5","(X)","1585","164","7.5","3.8","12.6","7.7","18.3","7.3","13.5","6.4","9.5","4.2","18.2"
"1400000US09003410101","Census Tract 4101.01, Hartford County, Connecticut","4.3","13.1","4.4","22.6","5.8","15.6","4.9","15.3","4.6","108750","13952","126720","11228","31.3","(X)","(X)","(X)","(X)","(X)","1614","93","0.6","1.0","1.2","1.8","0.6","0.9","4.7","2.8","2.9","1.9","15.4","5.8","13.2","4.7","24.9","7.2","18.5","5.8","18.0","5.6","123036","13979","140651","13502","(X)","(X)","30.8","(X)","(X)","(X)","1404","102","0.7","1.1","1.4","2.0","0.0","2.3","3.1","2.5","2.4","1.8","12.9","5.4","11.7","4.9","26.4","8.0","20.7","6.5","20.7","6.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","340","87","0.0","9.1","0.0","9.1","27.6","14.9","5.6","6.2","29.1","13.8","12.4","8.6","11.5","11.0","13.8","8.9","0.0","9.1","0.0","9.1","38500","12717","52770","11116","(X)","(X)","(X)","(X)","30.3","(X)","1954","84","0.5","0.8","1.0","1.5","4.8","3.0","4.2","2.4","7.9","3.2","15.0"
